customer_id,tower_id,region_customer,plan,monthly_revenue,data_usage_gb,complaint_count,region_tower,technology,tower_health_score,tower_status,problem_indicators,failure_probability,risk_category,recommended_action,network_region,potentially_affected,revenue_at_risk,high_value_customer,high_value_at_risk
C08936,T1074,East,Premium,799,37.26,0,East,5G,78.59,Warning,No Major Issue,28.91,MEDIUM,Increase monitoring frequency,East,False,0,True,False
C08937,T1110,East,Basic,299,5.46,0,East,4G,78.66,Warning,No Major Issue,23.08,LOW,Normal monitoring,East,False,0,False,False
C08938,T1285,North,Premium,799,37.56,0,North,5G,78.99,Warning,No Major Issue,72.56,HIGH,Schedule preventive maintenance,North,True,799,True,True
C08939,T1002,South,Basic,299,11.44,3,South,4G,78.69,Warning,No Major Issue,26.54,MEDIUM,Increase monitoring frequency,South,False,0,False,False
C08940,T1149,North,Standard,499,19.17,2,North,4G,78.66,Warning,No Major Issue,15.54,LOW,Normal monitoring,North,False,0,False,False
C08941,T1102,North,Basic,299,35.89,2,North,5G,78.58,Warning,No Major Issue,20.88,LOW,Normal monitoring,North,False,0,False,False
C08942,T1340,North,Standard,499,4.46,1,North,4G,79.26,Warning,No Major Issue,80.66,CRITICAL,Immediate technician inspection,North,True,499,False,False
C08943,T1358,South,Basic,299,19.6,0,South,4G,78.48,Warning,No Major Issue,28.88,MEDIUM,Increase monitoring frequency,South,False,0,False,False
C08944,T1388,East,Unlimited,1199,17.28,2,East,5G,79.38,Warning,No Major Issue,36.54,MEDIUM,Increase monitoring frequency,East,False,0,True,False
C08945,T1477,West,Standard,499,45.13,0,West,5G,78.95,Warning,No Major Issue,20.04,LOW,Normal monitoring,West,False,0,False,False
C08946,T1413,North,Basic,299,34.72,1,North,4G,78.29,Warning,No Major Issue,29.62,MEDIUM,Increase monitoring frequency,North,False,0,False,False
C08947,T1154,Central,Basic,299,33.77,1,Central,4G,78.65,Warning,No Major Issue,26.7,MEDIUM,Increase monitoring frequency,Central,False,0,False,False
C08948,T1400,South,Basic,299,13.21,1,South,5G,79.29,Warning,No Major Issue,44.35,MEDIUM,Increase monitoring frequency,South,False,0,False,False
C08949,T1290,South,Standard,499,19.32,2,South,5G,78.99,Warning,No Major Issue,23.28,LOW,Normal monitoring,South,False,0,False,False
C08950,T1465,North,Basic,299,18.28,0,North,5G,78.9,Warning,No Major Issue,25.28,MEDIUM,Increase monitoring frequency,North,False,0,False,False
C08951,T1465,North,Premium,799,20.62,0,North,5G,78.9,Warning,No Major Issue,25.28,MEDIUM,Increase monitoring frequency,North,False,0,True,False
C08952,T1152,Central,Premium,799,20.12,1,Central,5G,79.41,Warning,No Major Issue,26.5,MEDIUM,Increase monitoring frequency,Central,False,0,True,False
C08953,T1362,East,Unlimited,1199,12.41,0,East,5G,79.02,Warning,No Major Issue,28.79,MEDIUM,Increase monitoring frequency,East,False,0,True,False
C08954,T1111,East,Premium,799,23.45,0,East,4G,78.77,Warning,No Major Issue,28.67,MEDIUM,Increase monitoring frequency,East,False,0,True,False
C08955,T1227,North,Unlimited,1199,17.31,2,North,5G,79.11,Warning,No Major Issue,27.54,MEDIUM,Increase monitoring frequency,North,False,0,True,False
C08956,T1307,West,Unlimited,1199,8.09,1,West,4G,78.12,Warning,No Major Issue,20.5,LOW,Normal monitoring,West,False,0,True,False
C08957,T1453,Central,Standard,499,20.6,1,Central,4G,78.3,Warning,No Major Issue,37.45,MEDIUM,Increase monitoring frequency,Central,False,0,False,False
C08958,T1300,South,Standard,499,25.59,3,South,5G,79.2,Warning,No Major Issue,28.58,MEDIUM,Increase monitoring frequency,South,False,0,False,False
C08959,T1138,South,Premium,799,21.73,1,South,5G,78.3,Warning,No Major Issue,35.81,MEDIUM,Increase monitoring frequency,South,False,0,True,False
C08960,T1326,North,Premium,799,15.98,0,North,4G,78.92,Warning,No Major Issue,80.51,CRITICAL,Immediate technician inspection,North,True,799,True,True
C08961,T1121,South,Basic,299,38.62,1,South,5G,78.05,Warning,No Major Issue,18.93,LOW,Normal monitoring,South,False,0,False,False
C08962,T1191,Central,Basic,299,32.67,0,Central,4G,78.31,Warning,No Major Issue,73.28,HIGH,Schedule preventive maintenance,Central,True,299,False,False
C08963,T1274,North,Standard,499,25.04,1,North,4G,79.29,Warning,No Major Issue,81.37,CRITICAL,Immediate technician inspection,North,True,499,False,False
C08964,T1248,North,Standard,499,37.13,1,North,4G,78.14,Warning,No Major Issue,36.87,MEDIUM,Increase monitoring frequency,North,False,0,False,False
C08965,T1440,West,Standard,499,28.79,0,West,5G,79.11,Warning,No Major Issue,20.76,LOW,Normal monitoring,West,False,0,False,False
C08966,T1391,South,Standard,499,26.13,4,South,4G,78.81,Warning,No Major Issue,18.32,LOW,Normal monitoring,South,False,0,False,False
C08967,T1223,South,Premium,799,13.15,0,South,4G,79.35,Warning,No Major Issue,20.36,LOW,Normal monitoring,South,False,0,True,False
C08968,T1436,South,Standard,499,41.03,0,South,5G,79.08,Warning,No Major Issue,21.66,LOW,Normal monitoring,South,False,0,False,False
C08969,T1300,South,Premium,799,23.67,2,South,5G,79.2,Warning,No Major Issue,28.58,MEDIUM,Increase monitoring frequency,South,False,0,True,False
C08970,T1444,South,Basic,299,20.24,1,South,4G,78.11,Warning,No Major Issue,32.18,MEDIUM,Increase monitoring frequency,South,False,0,False,False
C08971,T1258,East,Premium,799,12.15,0,East,4G,79.39,Warning,No Major Issue,16.06,LOW,Normal monitoring,East,False,0,True,False
C08972,T1094,Central,Premium,799,28.96,1,Central,5G,78.96,Warning,No Major Issue,26.03,MEDIUM,Increase monitoring frequency,Central,False,0,True,False
C08973,T1186,East,Unlimited,1199,34.41,0,East,4G,78.12,Warning,No Major Issue,22.83,LOW,Normal monitoring,East,False,0,True,False
C08974,T1351,East,Unlimited,1199,35.82,0,East,5G,79.14,Warning,No Major Issue,35.18,MEDIUM,Increase monitoring frequency,East,False,0,True,False
C08975,T1396,South,Basic,299,13.03,1,South,5G,78.84,Warning,No Major Issue,18.39,LOW,Normal monitoring,South,False,0,False,False
C08976,T1172,East,Premium,799,27.39,1,East,5G,78.8,Warning,No Major Issue,24.66,LOW,Normal monitoring,East,False,0,True,False
C08977,T1302,Central,Basic,299,37.05,1,Central,5G,78.25,Warning,No Major Issue,44.58,MEDIUM,Increase monitoring frequency,Central,False,0,False,False
C08978,T1124,East,Basic,299,27.94,0,East,5G,79.03,Warning,No Major Issue,58.21,HIGH,Schedule preventive maintenance,East,True,299,False,False
C08979,T1479,Central,Basic,299,37.73,0,Central,5G,78.89,Warning,No Major Issue,21.8,LOW,Normal monitoring,Central,False,0,False,False
C08980,T1294,Central,Unlimited,1199,34.36,0,Central,4G,78.1,Warning,No Major Issue,36.76,MEDIUM,Increase monitoring frequency,Central,False,0,True,False
C08981,T1372,Central,Premium,799,39.3,2,Central,5G,78.9,Warning,No Major Issue,31.18,MEDIUM,Increase monitoring frequency,Central,False,0,True,False
C08982,T1432,South,Premium,799,27.15,1,South,4G,78.79,Warning,No Major Issue,17.7,LOW,Normal monitoring,South,False,0,True,False
C08983,T1134,South,Unlimited,1199,35.57,0,South,4G,78.25,Warning,No Major Issue,12.75,LOW,Normal monitoring,South,False,0,True,False
C08984,T1198,South,Basic,299,32.27,1,South,4G,77.9,Warning,No Major Issue,17.08,LOW,Normal monitoring,South,False,0,False,False
C08985,T1345,North,Premium,799,25.65,0,North,5G,79.13,Warning,No Major Issue,25.51,MEDIUM,Increase monitoring frequency,North,False,0,True,False
C08986,T1007,North,Premium,799,32.08,2,North,5G,78.54,Warning,No Major Issue,21.21,LOW,Normal monitoring,North,False,0,True,False
C08987,T1262,East,Premium,799,24.31,2,East,4G,78.64,Warning,No Major Issue,32.08,MEDIUM,Increase monitoring frequency,East,False,0,True,False
C08988,T1299,South,Basic,299,15.03,1,South,4G,78.55,Warning,No Major Issue,29.2,MEDIUM,Increase monitoring frequency,South,False,0,False,False
C08989,T1453,Central,Premium,799,17.97,0,Central,4G,78.3,Warning,No Major Issue,37.45,MEDIUM,Increase monitoring frequency,Central,False,0,True,False
C08990,T1377,Central,Basic,299,26.58,0,Central,5G,78.82,Warning,No Major Issue,13.58,LOW,Normal monitoring,Central,False,0,False,False
C08991,T1261,North,Standard,499,30.99,1,North,5G,79.45,Warning,No Major Issue,81.21,CRITICAL,Immediate technician inspection,North,True,499,False,False
C08992,T1335,Central,Premium,799,7.17,0,Central,5G,78.3,Warning,No Major Issue,16.76,LOW,Normal monitoring,Central,False,0,True,False
C08993,T1147,West,Unlimited,1199,29.74,0,West,5G,78.2,Warning,No Major Issue,12.36,LOW,Normal monitoring,West,False,0,True,False
C08994,T1364,East,Premium,799,19.01,1,East,5G,78.19,Warning,No Major Issue,24.99,LOW,Normal monitoring,East,False,0,True,False
C08995,T1021,West,Standard,499,28.14,0,West,5G,78.34,Warning,No Major Issue,30.77,MEDIUM,Increase monitoring frequency,West,False,0,False,False
C08996,T1469,Central,Premium,799,14.48,1,Central,4G,78.47,Warning,No Major Issue,12.47,LOW,Normal monitoring,Central,False,0,True,False
C08997,T1013,West,Unlimited,1199,17.23,0,West,5G,78.76,Warning,No Major Issue,29.37,MEDIUM,Increase monitoring frequency,West,False,0,True,False
C08998,T1477,West,Unlimited,1199,32.51,0,West,5G,78.95,Warning,No Major Issue,20.04,LOW,Normal monitoring,West,False,0,True,False
C08999,T1304,West,Premium,799,17.28,0,West,4G,78.98,Warning,No Major Issue,17.73,LOW,Normal monitoring,West,False,0,True,False
C09000,T1177,West,Premium,799,19.6,2,West,4G,78.66,Warning,No Major Issue,34.66,MEDIUM,Increase monitoring frequency,West,False,0,True,False
C09001,T1307,West,Standard,499,31.51,0,West,4G,78.12,Warning,No Major Issue,20.5,LOW,Normal monitoring,West,False,0,False,False
C09002,T1188,South,Premium,799,7.19,1,South,4G,78.62,Warning,No Major Issue,38.64,MEDIUM,Increase monitoring frequency,South,False,0,True,False
C09003,T1260,West,Basic,299,23.79,2,West,4G,79.2,Warning,No Major Issue,38.28,MEDIUM,Increase monitoring frequency,West,False,0,False,False
C09004,T1439,East,Basic,299,21.92,0,East,4G,78.9,Warning,No Major Issue,31.27,MEDIUM,Increase monitoring frequency,East,False,0,False,False
C09005,T1259,Central,Standard,499,22.2,3,Central,5G,50.83,Critical,No Major Issue,100.0,CRITICAL,Immediate technician inspection,Central,True,499,False,False
C09006,T1228,West,Unlimited,1199,24.94,2,West,5G,78.48,Warning,No Major Issue,81.21,CRITICAL,Immediate technician inspection,West,True,1199,True,True
C09007,T1397,West,Premium,799,29.61,1,West,5G,79.24,Warning,No Major Issue,38.81,MEDIUM,Increase monitoring frequency,West,False,0,True,False
C09008,T1153,West,Unlimited,1199,26.98,0,West,5G,78.59,Warning,No Major Issue,32.99,MEDIUM,Increase monitoring frequency,West,False,0,True,False
C09009,T1393,West,Unlimited,1199,12.5,1,West,5G,78.51,Warning,No Major Issue,83.68,CRITICAL,Immediate technician inspection,West,True,1199,True,True
C09010,T1321,East,Unlimited,1199,30.37,0,East,5G,79.13,Warning,No Major Issue,42.34,MEDIUM,Increase monitoring frequency,East,False,0,True,False
C09011,T1478,West,Unlimited,1199,15.38,1,West,4G,78.25,Warning,No Major Issue,12.57,LOW,Normal monitoring,West,False,0,True,False
C09012,T1139,West,Premium,799,29.83,0,West,5G,79.29,Warning,No Major Issue,15.64,LOW,Normal monitoring,West,False,0,True,False
C09013,T1294,Central,Standard,499,28.25,0,Central,4G,78.1,Warning,No Major Issue,36.76,MEDIUM,Increase monitoring frequency,Central,False,0,False,False
C09014,T1189,West,Premium,799,19.84,1,West,4G,79.05,Warning,No Major Issue,15.94,LOW,Normal monitoring,West,False,0,True,False
C09015,T1450,South,Basic,299,27.8,0,South,5G,78.63,Warning,No Major Issue,19.47,LOW,Normal monitoring,South,False,0,False,False
C09016,T1064,Central,Standard,499,20.71,1,Central,4G,77.78,Warning,No Major Issue,19.54,LOW,Normal monitoring,Central,False,0,False,False
C09017,T1263,Central,Unlimited,1199,16.24,1,Central,4G,78.66,Warning,No Major Issue,19.33,LOW,Normal monitoring,Central,False,0,True,False
C09018,T1075,East,Premium,799,39.96,1,East,4G,78.0,Warning,No Major Issue,18.48,LOW,Normal monitoring,East,False,0,True,False
C09019,T1377,Central,Standard,499,11.03,0,Central,5G,78.82,Warning,No Major Issue,13.58,LOW,Normal monitoring,Central,False,0,False,False
C09020,T1247,Central,Unlimited,1199,15.84,1,Central,4G,78.41,Warning,No Major Issue,48.01,MEDIUM,Increase monitoring frequency,Central,False,0,True,False
C09021,T1315,West,Basic,299,27.29,1,West,5G,78.06,Warning,No Major Issue,45.37,MEDIUM,Increase monitoring frequency,West,False,0,False,False
C09022,T1008,East,Unlimited,1199,24.79,1,East,4G,77.1,Warning,No Major Issue,20.61,LOW,Normal monitoring,East,False,0,True,False
C09023,T1031,East,Premium,799,23.34,0,East,5G,78.59,Warning,No Major Issue,17.34,LOW,Normal monitoring,East,False,0,True,False
C09024,T1447,South,Premium,799,35.3,0,South,5G,79.11,Warning,No Major Issue,19.17,LOW,Normal monitoring,South,False,0,True,False
C09025,T1457,Central,Premium,799,42.15,1,Central,4G,78.61,Warning,No Major Issue,29.72,MEDIUM,Increase monitoring frequency,Central,False,0,True,False
C09026,T1307,West,Premium,799,16.36,2,West,4G,78.12,Warning,No Major Issue,20.5,LOW,Normal monitoring,West,False,0,True,False
C09027,T1280,South,Premium,799,24.54,1,South,4G,78.72,Warning,No Major Issue,33.75,MEDIUM,Increase monitoring frequency,South,False,0,True,False
C09028,T1291,West,Unlimited,1199,19.07,3,West,5G,78.66,Warning,No Major Issue,11.6,LOW,Normal monitoring,West,False,0,True,False
C09029,T1236,East,Premium,799,22.52,0,East,4G,77.96,Warning,No Major Issue,18.38,LOW,Normal monitoring,East,False,0,True,False
C09030,T1472,South,Basic,299,21.9,5,South,4G,50.55,Critical,No Major Issue,100.0,CRITICAL,Immediate technician inspection,South,True,299,False,False
C09031,T1218,North,Standard,499,35.01,3,North,5G,78.8,Warning,No Major Issue,32.5,MEDIUM,Increase monitoring frequency,North,False,0,False,False
C09032,T1101,West,Premium,799,34.46,0,West,4G,78.69,Warning,No Major Issue,15.99,LOW,Normal monitoring,West,False,0,True,False
C09033,T1403,Central,Unlimited,1199,20.72,2,Central,5G,78.48,Warning,No Major Issue,25.54,MEDIUM,Increase monitoring frequency,Central,False,0,True,False
C09034,T1337,South,Unlimited,1199,36.16,2,South,5G,50.89,Critical,No Major Issue,100.0,CRITICAL,Immediate technician inspection,South,True,1199,True,True
C09035,T1078,Central,Premium,799,30.45,3,Central,4G,51.04,Critical,No Major Issue,100.0,CRITICAL,Immediate technician inspection,Central,True,799,True,True
C09036,T1300,South,Standard,499,38.43,0,South,5G,79.2,Warning,No Major Issue,28.58,MEDIUM,Increase monitoring frequency,South,False,0,False,False
C09037,T1175,East,Basic,299,29.8,1,East,4G,78.96,Warning,No Major Issue,79.46,CRITICAL,Immediate technician inspection,East,True,299,False,False
C09038,T1476,East,Standard,499,24.95,0,East,5G,78.68,Warning,No Major Issue,25.72,MEDIUM,Increase monitoring frequency,East,False,0,False,False
C09039,T1397,West,Unlimited,1199,31.35,0,West,5G,79.24,Warning,No Major Issue,38.81,MEDIUM,Increase monitoring frequency,West,False,0,True,False
C09040,T1220,South,Unlimited,1199,28.75,2,South,4G,77.78,Warning,No Major Issue,81.76,CRITICAL,Immediate technician inspection,South,True,1199,True,True
C09041,T1134,South,Basic,299,41.98,3,South,4G,78.25,Warning,No Major Issue,12.75,LOW,Normal monitoring,South,False,0,False,False
C09042,T1192,East,Premium,799,22.68,0,East,5G,79.84,Warning,No Major Issue,40.59,MEDIUM,Increase monitoring frequency,East,False,0,True,False
C09043,T1063,South,Standard,499,9.43,0,South,5G,78.43,Warning,No Major Issue,30.97,MEDIUM,Increase monitoring frequency,South,False,0,False,False
C09044,T1466,South,Standard,499,37.01,0,South,5G,79.56,Warning,No Major Issue,31.53,MEDIUM,Increase monitoring frequency,South,False,0,False,False
C09045,T1251,West,Standard,499,8.88,1,West,5G,78.4,Warning,No Major Issue,19.73,LOW,Normal monitoring,West,False,0,False,False
C09046,T1347,Central,Unlimited,1199,18.45,2,Central,4G,78.2,Warning,No Major Issue,62.35,HIGH,Schedule preventive maintenance,Central,True,1199,True,True
C09047,T1203,North,Premium,799,28.43,1,North,5G,78.26,Warning,No Major Issue,25.42,MEDIUM,Increase monitoring frequency,North,False,0,True,False
C09048,T1101,West,Basic,299,26.51,1,West,4G,78.69,Warning,No Major Issue,15.99,LOW,Normal monitoring,West,False,0,False,False
C09049,T1482,West,Premium,799,30.6,1,West,5G,79.19,Warning,No Major Issue,26.99,MEDIUM,Increase monitoring frequency,West,False,0,True,False
C09050,T1418,North,Premium,799,27.16,0,North,5G,79.62,Warning,No Major Issue,55.73,HIGH,Schedule preventive maintenance,North,True,799,True,True
C09051,T1485,Central,Basic,299,22.37,4,Central,5G,78.41,Warning,No Major Issue,31.74,MEDIUM,Increase monitoring frequency,Central,False,0,False,False
C09052,T1355,South,Standard,499,48.86,3,South,5G,78.73,Warning,No Major Issue,20.49,LOW,Normal monitoring,South,False,0,False,False
C09053,T1141,North,Basic,299,27.41,1,North,4G,79.52,Warning,No Major Issue,28.85,MEDIUM,Increase monitoring frequency,North,False,0,False,False
C09054,T1254,South,Basic,299,48.35,2,South,4G,78.2,Warning,No Major Issue,36.89,MEDIUM,Increase monitoring frequency,South,False,0,False,False
C09055,T1028,East,Premium,799,5.59,2,East,4G,78.74,Warning,No Major Issue,14.38,LOW,Normal monitoring,East,False,0,True,False
C09056,T1144,East,Premium,799,21.07,1,East,5G,78.46,Warning,No Major Issue,20.18,LOW,Normal monitoring,East,False,0,True,False
C09057,T1172,East,Standard,499,37.46,1,East,5G,78.8,Warning,No Major Issue,24.66,LOW,Normal monitoring,East,False,0,False,False
C09058,T1404,West,Premium,799,10.25,4,West,4G,51.33,Critical,No Major Issue,100.0,CRITICAL,Immediate technician inspection,West,True,799,True,True
C09059,T1182,West,Premium,799,26.27,2,West,5G,79.92,Warning,No Major Issue,22.33,LOW,Normal monitoring,West,False,0,True,False
C09060,T1454,East,Premium,799,20.31,0,East,5G,78.83,Warning,No Major Issue,20.74,LOW,Normal monitoring,East,False,0,True,False
C09061,T1472,South,Unlimited,1199,11.96,3,South,4G,50.55,Critical,No Major Issue,100.0,CRITICAL,Immediate technician inspection,South,True,1199,True,True
C09062,T1490,East,Basic,299,30.17,0,East,4G,79.51,Warning,No Major Issue,46.61,MEDIUM,Increase monitoring frequency,East,False,0,False,False
C09063,T1217,North,Standard,499,14.43,0,North,4G,79.04,Warning,No Major Issue,22.32,LOW,Normal monitoring,North,False,0,False,False
C09064,T1104,South,Premium,799,28.49,1,South,5G,78.68,Warning,No Major Issue,34.25,MEDIUM,Increase monitoring frequency,South,False,0,True,False
C09065,T1406,East,Unlimited,1199,11.73,2,East,5G,78.41,Warning,No Major Issue,12.0,LOW,Normal monitoring,East,False,0,True,False
C09066,T1358,South,Unlimited,1199,29.36,0,South,4G,78.48,Warning,No Major Issue,28.88,MEDIUM,Increase monitoring frequency,South,False,0,True,False
C09067,T1212,West,Basic,299,31.61,1,West,4G,78.95,Warning,No Major Issue,87.94,CRITICAL,Immediate technician inspection,West,True,299,False,False
C09068,T1286,West,Premium,799,23.11,0,West,4G,78.99,Warning,No Major Issue,35.76,MEDIUM,Increase monitoring frequency,West,False,0,True,False
C09069,T1388,East,Basic,299,21.24,2,East,5G,79.38,Warning,No Major Issue,36.54,MEDIUM,Increase monitoring frequency,East,False,0,False,False
C09070,T1154,Central,Basic,299,13.6,4,Central,4G,78.65,Warning,No Major Issue,26.7,MEDIUM,Increase monitoring frequency,Central,False,0,False,False
C09071,T1015,North,Unlimited,1199,1.13,2,North,5G,78.79,Warning,No Major Issue,18.51,LOW,Normal monitoring,North,False,0,True,False
C09072,T1388,East,Basic,299,29.28,1,East,5G,79.38,Warning,No Major Issue,36.54,MEDIUM,Increase monitoring frequency,East,False,0,False,False
C09073,T1150,South,Standard,499,33.46,0,South,5G,78.16,Warning,No Major Issue,29.45,MEDIUM,Increase monitoring frequency,South,False,0,False,False
C09074,T1040,North,Unlimited,1199,1.35,0,North,5G,78.6,Warning,No Major Issue,25.59,MEDIUM,Increase monitoring frequency,North,False,0,True,False
C09075,T1045,West,Premium,799,36.64,2,West,4G,78.67,Warning,No Major Issue,14.9,LOW,Normal monitoring,West,False,0,True,False
C09076,T1466,South,Premium,799,27.54,1,South,5G,79.56,Warning,No Major Issue,31.53,MEDIUM,Increase monitoring frequency,South,False,0,True,False
C09077,T1348,East,Unlimited,1199,30.47,0,East,4G,78.46,Warning,No Major Issue,42.17,MEDIUM,Increase monitoring frequency,East,False,0,True,False
C09078,T1286,West,Premium,799,21.36,1,West,4G,78.99,Warning,No Major Issue,35.76,MEDIUM,Increase monitoring frequency,West,False,0,True,False
C09079,T1392,North,Standard,499,21.31,2,North,4G,78.78,Warning,No Major Issue,18.98,LOW,Normal monitoring,North,False,0,False,False
C09080,T1047,West,Unlimited,1199,13.17,3,West,4G,78.77,Warning,No Major Issue,21.41,LOW,Normal monitoring,West,False,0,True,False
C09081,T1298,South,Standard,499,14.47,3,South,4G,50.78,Critical,No Major Issue,100.0,CRITICAL,Immediate technician inspection,South,True,499,False,False
C09082,T1200,East,Unlimited,1199,25.92,0,East,5G,78.71,Warning,No Major Issue,88.47,CRITICAL,Immediate technician inspection,East,True,1199,True,True
C09083,T1454,East,Basic,299,22.13,1,East,5G,78.83,Warning,No Major Issue,20.74,LOW,Normal monitoring,East,False,0,False,False
C09084,T1398,North,Standard,499,24.95,1,North,4G,78.52,Warning,No Major Issue,20.84,LOW,Normal monitoring,North,False,0,False,False
C09085,T1445,East,Basic,299,27.4,5,East,4G,50.69,Critical,No Major Issue,100.0,CRITICAL,Immediate technician inspection,East,True,299,False,False
C09086,T1018,East,Premium,799,35.35,2,East,5G,50.98,Critical,No Major Issue,100.0,CRITICAL,Immediate technician inspection,East,True,799,True,True
C09087,T1045,West,Basic,299,14.98,0,West,4G,78.67,Warning,No Major Issue,14.9,LOW,Normal monitoring,West,False,0,False,False
C09088,T1188,South,Premium,799,36.02,0,South,4G,78.62,Warning,No Major Issue,38.64,MEDIUM,Increase monitoring frequency,South,False,0,True,False
C09089,T1404,West,Standard,499,35.06,7,West,4G,51.33,Critical,No Major Issue,100.0,CRITICAL,Immediate technician inspection,West,True,499,False,False
C09090,T1040,North,Basic,299,17.57,2,North,5G,78.6,Warning,No Major Issue,25.59,MEDIUM,Increase monitoring frequency,North,False,0,False,False
C09091,T1055,West,Premium,799,5.79,2,West,4G,78.54,Warning,No Major Issue,66.8,HIGH,Schedule preventive maintenance,West,True,799,True,True
C09092,T1430,South,Standard,499,24.32,1,South,4G,78.79,Warning,No Major Issue,34.14,MEDIUM,Increase monitoring frequency,South,False,0,False,False
C09093,T1088,South,Basic,299,8.05,1,South,4G,78.33,Warning,No Major Issue,22.06,LOW,Normal monitoring,South,False,0,False,False
C09094,T1082,Central,Unlimited,1199,28.47,1,Central,4G,78.96,Warning,No Major Issue,28.07,MEDIUM,Increase monitoring frequency,Central,False,0,True,False
C09095,T1145,North,Basic,299,23.7,0,North,4G,79.29,Warning,No Major Issue,19.24,LOW,Normal monitoring,North,False,0,False,False
C09096,T1016,East,Standard,499,36.65,0,East,4G,78.25,Warning,No Major Issue,29.03,MEDIUM,Increase monitoring frequency,East,False,0,False,False
C09097,T1351,East,Standard,499,4.33,0,East,5G,79.14,Warning,No Major Issue,35.18,MEDIUM,Increase monitoring frequency,East,False,0,False,False
C09098,T1362,East,Standard,499,9.9,0,East,5G,79.02,Warning,No Major Issue,28.79,MEDIUM,Increase monitoring frequency,East,False,0,False,False
C09099,T1481,West,Unlimited,1199,24.25,3,West,5G,79.8,Warning,No Major Issue,80.25,CRITICAL,Immediate technician inspection,West,True,1199,True,True
C09100,T1124,East,Unlimited,1199,22.89,2,East,5G,79.03,Warning,No Major Issue,58.21,HIGH,Schedule preventive maintenance,East,True,1199,True,True
C09101,T1300,South,Basic,299,38.36,1,South,5G,79.2,Warning,No Major Issue,28.58,MEDIUM,Increase monitoring frequency,South,False,0,False,False
C09102,T1094,Central,Basic,299,21.13,0,Central,5G,78.96,Warning,No Major Issue,26.03,MEDIUM,Increase monitoring frequency,Central,False,0,False,False
C09103,T1340,North,Standard,499,11.54,1,North,4G,79.26,Warning,No Major Issue,80.66,CRITICAL,Immediate technician inspection,North,True,499,False,False
C09104,T1278,East,Unlimited,1199,19.97,5,East,4G,51.7,Critical,No Major Issue,100.0,CRITICAL,Immediate technician inspection,East,True,1199,True,True
C09105,T1086,South,Basic,299,36.93,2,South,4G,78.86,Warning,No Major Issue,25.41,MEDIUM,Increase monitoring frequency,South,False,0,False,False
C09106,T1286,West,Standard,499,16.08,1,West,4G,78.99,Warning,No Major Issue,35.76,MEDIUM,Increase monitoring frequency,West,False,0,False,False
C09107,T1270,North,Premium,799,32.79,3,North,4G,78.55,Warning,No Major Issue,13.31,LOW,Normal monitoring,North,False,0,True,False
C09108,T1145,North,Unlimited,1199,14.89,1,North,4G,79.29,Warning,No Major Issue,19.24,LOW,Normal monitoring,North,False,0,True,False
C09109,T1266,West,Basic,299,27.5,0,West,5G,78.59,Warning,No Major Issue,33.91,MEDIUM,Increase monitoring frequency,West,False,0,False,False
C09110,T1385,South,Unlimited,1199,28.11,3,South,5G,79.11,Warning,No Major Issue,80.38,CRITICAL,Immediate technician inspection,South,True,1199,True,True
C09111,T1395,Central,Unlimited,1199,33.73,0,Central,4G,78.9,Warning,No Major Issue,78.18,CRITICAL,Immediate technician inspection,Central,True,1199,True,True
C09112,T1221,North,Unlimited,1199,22.85,0,North,5G,78.23,Warning,No Major Issue,27.6,MEDIUM,Increase monitoring frequency,North,False,0,True,False
C09113,T1127,Central,Premium,799,29.41,1,Central,5G,78.37,Warning,No Major Issue,71.46,HIGH,Schedule preventive maintenance,Central,True,799,True,True
C09114,T1450,South,Standard,499,22.16,0,South,5G,78.63,Warning,No Major Issue,19.47,LOW,Normal monitoring,South,False,0,False,False
C09115,T1378,Central,Basic,299,0.0,3,Central,4G,78.25,Warning,No Major Issue,16.42,LOW,Normal monitoring,Central,False,0,False,False
C09116,T1278,East,Standard,499,22.02,4,East,4G,51.7,Critical,No Major Issue,100.0,CRITICAL,Immediate technician inspection,East,True,499,False,False
C09117,T1262,East,Basic,299,36.59,1,East,4G,78.64,Warning,No Major Issue,32.08,MEDIUM,Increase monitoring frequency,East,False,0,False,False
C09118,T1095,Central,Premium,799,14.15,1,Central,5G,78.56,Warning,No Major Issue,23.8,LOW,Normal monitoring,Central,False,0,True,False
C09119,T1095,Central,Unlimited,1199,26.06,0,Central,5G,78.56,Warning,No Major Issue,23.8,LOW,Normal monitoring,Central,False,0,True,False
C09120,T1222,Central,Premium,799,24.8,0,Central,5G,79.11,Warning,No Major Issue,32.84,MEDIUM,Increase monitoring frequency,Central,False,0,True,False
C09121,T1246,East,Premium,799,21.62,0,East,5G,78.5,Warning,No Major Issue,34.14,MEDIUM,Increase monitoring frequency,East,False,0,True,False
C09122,T1076,Central,Unlimited,1199,22.87,1,Central,5G,78.23,Warning,No Major Issue,26.32,MEDIUM,Increase monitoring frequency,Central,False,0,True,False
C09123,T1157,Central,Premium,799,39.45,0,Central,4G,79.71,Warning,No Major Issue,28.94,MEDIUM,Increase monitoring frequency,Central,False,0,True,False
C09124,T1434,East,Basic,299,22.88,0,East,5G,78.13,Warning,No Major Issue,33.74,MEDIUM,Increase monitoring frequency,East,False,0,False,False
C09125,T1131,East,Unlimited,1199,34.83,3,East,5G,78.54,Warning,No Major Issue,19.76,LOW,Normal monitoring,East,False,0,True,False
