event_id,timestamp,tower_id,event_type,severity
E08056,2026-01-26 06:00:00,T1453,Traffic Spike,Low
E08057,2026-01-01 18:00:00,T1193,High Latency,Medium
E08058,2026-01-03 06:00:00,T1230,Call Drop,Low
E08059,2026-01-29 18:00:00,T1028,Call Drop,Medium
E08060,2026-01-07 00:00:00,T1293,Traffic Spike,Medium
E08061,2026-01-18 06:00:00,T1489,Traffic Spike,High
E08062,2026-01-09 00:00:00,T1214,Traffic Spike,Medium
E08063,2026-01-09 12:00:00,T1100,Call Drop,Low
E08064,2026-01-06 12:00:00,T1031,Low Signal,Critical
E08065,2026-01-19 00:00:00,T1160,High Latency,Medium
E08066,2026-01-04 18:00:00,T1231,Call Drop,High
E08067,2026-01-24 06:00:00,T1193,Call Drop,Low
E08068,2026-01-27 06:00:00,T1000,Traffic Spike,Medium
E08069,2026-01-18 18:00:00,T1035,Traffic Spike,Medium
E08070,2026-01-02 00:00:00,T1082,Connection Failure,Critical
E08071,2026-01-18 18:00:00,T1104,Call Drop,High
E08072,2026-01-15 00:00:00,T1119,High Latency,Low
E08073,2026-01-13 06:00:00,T1493,High CPU,Medium
E08074,2026-01-05 06:00:00,T1331,Call Drop,Medium
E08075,2026-01-14 00:00:00,T1227,High CPU,Medium
E08076,2026-01-10 18:00:00,T1112,Connection Failure,Medium
E08077,2026-01-02 00:00:00,T1195,Packet Loss,Low
E08078,2026-01-20 18:00:00,T1365,Packet Loss,Low
E08079,2026-01-03 00:00:00,T1101,Call Drop,Medium
E08080,2026-01-18 06:00:00,T1054,Traffic Spike,Low
E08081,2026-01-06 18:00:00,T1068,High Latency,Medium
E08082,2026-01-17 12:00:00,T1206,Connection Failure,Low
E08083,2026-01-29 18:00:00,T1443,Call Drop,High
E08084,2026-01-18 12:00:00,T1187,High Latency,Low
E08085,2026-01-23 00:00:00,T1325,Low Signal,Low
E08086,2026-01-15 12:00:00,T1422,High CPU,High
E08087,2026-01-14 12:00:00,T1099,Call Drop,Low
E08088,2026-01-03 06:00:00,T1499,Traffic Spike,Low
E08089,2026-01-10 18:00:00,T1082,Connection Failure,Medium
E08090,2026-01-03 12:00:00,T1154,Call Drop,Low
E08091,2026-01-29 06:00:00,T1443,High Latency,Medium
E08092,2026-01-30 00:00:00,T1490,Low Signal,Critical
E08093,2026-01-08 18:00:00,T1042,High CPU,High
E08094,2026-01-19 00:00:00,T1410,Packet Loss,Medium
E08095,2026-01-06 18:00:00,T1256,Connection Failure,Low
E08096,2026-01-06 00:00:00,T1090,Connection Failure,High
E08097,2026-01-25 00:00:00,T1043,Packet Loss,High
E08098,2026-01-27 06:00:00,T1014,Packet Loss,Low
E08099,2026-01-25 12:00:00,T1265,Traffic Spike,Medium
E08100,2026-01-05 18:00:00,T1309,High CPU,Low
E08101,2026-01-16 12:00:00,T1243,Call Drop,Low
E08102,2026-01-10 12:00:00,T1086,Connection Failure,Low
E08103,2026-01-19 12:00:00,T1475,Traffic Spike,Low
E08104,2026-01-25 18:00:00,T1289,High CPU,Low
E08105,2026-01-15 18:00:00,T1080,High Latency,Low
E08106,2026-01-24 06:00:00,T1470,High CPU,Low
E08107,2026-01-04 18:00:00,T1255,High Latency,Low
E08108,2026-01-19 12:00:00,T1299,Call Drop,Low
E08109,2026-01-18 06:00:00,T1330,High CPU,Low
E08110,2026-01-27 06:00:00,T1481,Call Drop,Low
E08111,2026-01-01 12:00:00,T1462,Packet Loss,Medium
E08112,2026-01-12 12:00:00,T1336,Low Signal,Medium
E08113,2026-01-04 06:00:00,T1240,High Latency,Low
E08114,2026-01-03 18:00:00,T1118,High CPU,Low
E08115,2026-01-13 06:00:00,T1022,Call Drop,Low
E08116,2026-01-21 18:00:00,T1316,Low Signal,Low
E08117,2026-01-16 12:00:00,T1355,Packet Loss,Low
E08118,2026-01-19 06:00:00,T1319,High CPU,Low
E08119,2026-01-23 12:00:00,T1245,High CPU,Medium
E08120,2026-01-17 12:00:00,T1185,High Latency,Medium
E08121,2026-01-25 12:00:00,T1331,High CPU,Low
E08122,2026-01-27 12:00:00,T1213,Low Signal,High
E08123,2026-01-04 00:00:00,T1394,Traffic Spike,Medium
E08124,2026-01-27 06:00:00,T1002,Low Signal,Low
E08125,2026-01-02 00:00:00,T1231,Connection Failure,Low
E08126,2026-01-20 06:00:00,T1216,High CPU,Medium
E08127,2026-01-08 00:00:00,T1251,High Latency,Medium
E08128,2026-01-08 18:00:00,T1202,Traffic Spike,Low
E08129,2026-01-15 06:00:00,T1350,High Latency,Medium
E08130,2026-01-18 06:00:00,T1018,Packet Loss,Low
E08131,2026-01-08 12:00:00,T1204,High Latency,Low
E08132,2026-01-10 12:00:00,T1199,High CPU,Low
E08133,2026-01-16 12:00:00,T1057,Packet Loss,High
E08134,2026-01-23 00:00:00,T1031,High Latency,Low
E08135,2026-01-01 12:00:00,T1185,High CPU,Medium
E08136,2026-01-15 00:00:00,T1166,Call Drop,Low
E08137,2026-01-16 18:00:00,T1490,High Latency,Low
E08138,2026-01-24 12:00:00,T1406,Packet Loss,Low
E08139,2026-01-17 18:00:00,T1449,High CPU,High
E08140,2026-01-18 06:00:00,T1338,Traffic Spike,Medium
E08141,2026-01-04 06:00:00,T1304,Traffic Spike,Low
E08142,2026-01-04 00:00:00,T1344,Low Signal,Medium
E08143,2026-01-09 00:00:00,T1251,High Latency,Medium
E08144,2026-01-08 06:00:00,T1129,Connection Failure,Low
E08145,2026-01-24 12:00:00,T1461,Packet Loss,Low
E08146,2026-01-22 18:00:00,T1114,Connection Failure,Low
E08147,2026-01-21 06:00:00,T1372,Call Drop,Low
E08148,2026-01-05 12:00:00,T1494,Call Drop,High
E08149,2026-01-27 18:00:00,T1146,Packet Loss,High
E08150,2026-01-29 18:00:00,T1080,Call Drop,High
E08151,2026-01-17 06:00:00,T1076,Low Signal,Low
E08152,2026-01-24 06:00:00,T1156,Packet Loss,Medium
E08153,2026-01-25 06:00:00,T1022,Packet Loss,Low
E08154,2026-01-15 12:00:00,T1337,Connection Failure,Low
E08155,2026-01-29 12:00:00,T1333,High CPU,Low
E08156,2026-01-09 00:00:00,T1349,Traffic Spike,Low
E08157,2026-01-20 00:00:00,T1012,Low Signal,Medium
E08158,2026-01-03 06:00:00,T1384,Call Drop,Medium
E08159,2026-01-22 06:00:00,T1442,Call Drop,Low
E08160,2026-01-06 18:00:00,T1435,Packet Loss,Low
E08161,2026-01-16 12:00:00,T1308,Packet Loss,Low
E08162,2026-01-17 06:00:00,T1356,Packet Loss,Low
E08163,2026-01-08 18:00:00,T1317,Traffic Spike,Low
E08164,2026-01-02 00:00:00,T1280,Traffic Spike,Medium
E08165,2026-01-20 06:00:00,T1090,Connection Failure,Low
E08166,2026-01-12 00:00:00,T1273,Call Drop,High
E08167,2026-01-09 12:00:00,T1175,Call Drop,Low
E08168,2026-01-05 18:00:00,T1156,Packet Loss,Low
E08169,2026-01-18 06:00:00,T1219,Packet Loss,Medium
E08170,2026-01-26 12:00:00,T1104,High CPU,Low
E08171,2026-01-22 12:00:00,T1248,Call Drop,Critical
E08172,2026-01-21 06:00:00,T1229,Connection Failure,Medium
E08173,2026-01-08 06:00:00,T1047,High Latency,Low
E08174,2026-01-13 12:00:00,T1465,Packet Loss,Low
E08175,2026-01-30 18:00:00,T1440,Call Drop,Low
E08176,2026-01-23 18:00:00,T1195,Connection Failure,High
E08177,2026-01-15 00:00:00,T1429,Call Drop,Low
E08178,2026-01-28 18:00:00,T1420,High Latency,Low
E08179,2026-01-03 06:00:00,T1330,Packet Loss,Medium
E08180,2026-01-08 12:00:00,T1115,Connection Failure,Low
E08181,2026-01-21 12:00:00,T1323,Call Drop,Low
E08182,2026-01-11 12:00:00,T1105,High Latency,Medium
E08183,2026-01-23 06:00:00,T1028,Low Signal,Low
E08184,2026-01-29 06:00:00,T1039,Connection Failure,Low
E08185,2026-01-05 00:00:00,T1338,Low Signal,Medium
E08186,2026-01-05 00:00:00,T1065,High Latency,Critical
E08187,2026-01-08 06:00:00,T1233,Traffic Spike,Low
E08188,2026-01-25 00:00:00,T1220,Traffic Spike,Low
E08189,2026-01-21 18:00:00,T1201,Connection Failure,Low
E08190,2026-01-16 00:00:00,T1384,High CPU,Medium
E08191,2026-01-26 12:00:00,T1211,High CPU,Critical
E08192,2026-01-26 06:00:00,T1208,High CPU,Medium
E08193,2026-01-28 18:00:00,T1260,Call Drop,Critical
E08194,2026-01-04 06:00:00,T1287,High CPU,Medium
E08195,2026-01-19 00:00:00,T1169,High Latency,Critical
E08196,2026-01-20 12:00:00,T1065,High CPU,Medium
E08197,2026-01-28 06:00:00,T1269,Call Drop,Low
E08198,2026-01-08 06:00:00,T1291,Connection Failure,Low
E08199,2026-01-20 18:00:00,T1065,High CPU,Low
E08200,2026-01-24 18:00:00,T1256,Packet Loss,High
E08201,2026-01-05 00:00:00,T1338,Low Signal,High
E08202,2026-01-08 00:00:00,T1432,Traffic Spike,Low
E08203,2026-01-25 06:00:00,T1165,Packet Loss,Low
E08204,2026-01-23 18:00:00,T1307,Traffic Spike,Critical
E08205,2026-01-27 00:00:00,T1036,Low Signal,Medium
E08206,2026-01-10 00:00:00,T1194,High Latency,Low
E08207,2026-01-13 12:00:00,T1383,Traffic Spike,Medium
E08208,2026-01-27 12:00:00,T1342,Connection Failure,Medium
E08209,2026-01-28 06:00:00,T1309,Packet Loss,Medium
E08210,2026-01-12 18:00:00,T1397,High CPU,Low
E08211,2026-01-01 00:00:00,T1299,High CPU,Low
E08212,2026-01-15 00:00:00,T1144,Packet Loss,Low
E08213,2026-01-02 00:00:00,T1213,Traffic Spike,Medium
E08214,2026-01-28 12:00:00,T1395,Traffic Spike,High
E08215,2026-01-30 00:00:00,T1097,Packet Loss,Medium
E08216,2026-01-20 18:00:00,T1136,Packet Loss,Low
E08217,2026-01-27 00:00:00,T1453,Call Drop,Low
E08218,2026-01-17 06:00:00,T1265,High Latency,Medium
E08219,2026-01-23 00:00:00,T1319,Call Drop,High
E08220,2026-01-09 06:00:00,T1376,High CPU,High
E08221,2026-01-05 06:00:00,T1419,Low Signal,Low
E08222,2026-01-02 00:00:00,T1220,High Latency,Medium
E08223,2026-01-30 18:00:00,T1318,Packet Loss,Medium
E08224,2026-01-18 06:00:00,T1430,Low Signal,Medium
E08225,2026-01-05 00:00:00,T1035,High Latency,Low
E08226,2026-01-25 00:00:00,T1185,High Latency,High
E08227,2026-01-02 18:00:00,T1497,Traffic Spike,Medium
E08228,2026-01-16 00:00:00,T1288,Call Drop,High
E08229,2026-01-05 00:00:00,T1327,High CPU,Low
E08230,2026-01-15 18:00:00,T1438,Traffic Spike,High
E08231,2026-01-27 06:00:00,T1343,High Latency,Critical
E08232,2026-01-20 12:00:00,T1025,Call Drop,Low
E08233,2026-01-24 12:00:00,T1305,Packet Loss,Low
E08234,2026-01-13 12:00:00,T1109,Low Signal,High
E08235,2026-01-16 00:00:00,T1084,Call Drop,High
E08236,2026-01-25 06:00:00,T1246,Low Signal,Medium
E08237,2026-01-16 18:00:00,T1006,Traffic Spike,Low
E08238,2026-01-27 06:00:00,T1116,Traffic Spike,Low
E08239,2026-01-12 00:00:00,T1494,High CPU,Medium
E08240,2026-01-10 12:00:00,T1464,High CPU,Low
E08241,2026-01-30 12:00:00,T1253,Low Signal,Medium
E08242,2026-01-07 18:00:00,T1435,High Latency,Medium
E08243,2026-01-13 00:00:00,T1037,Connection Failure,Medium
E08244,2026-01-24 18:00:00,T1242,Packet Loss,Medium
E08245,2026-01-16 06:00:00,T1474,Connection Failure,Low
E08246,2026-01-29 12:00:00,T1430,Connection Failure,Low
E08247,2026-01-17 06:00:00,T1133,Connection Failure,Low
E08248,2026-01-15 00:00:00,T1060,High Latency,High
E08249,2026-01-17 00:00:00,T1403,High Latency,Low
E08250,2026-01-27 18:00:00,T1164,High CPU,Medium
E08251,2026-01-22 06:00:00,T1088,Packet Loss,Medium
E08252,2026-01-28 12:00:00,T1437,High CPU,Low
E08253,2026-01-09 06:00:00,T1109,Low Signal,Low
E08254,2026-01-10 06:00:00,T1422,Packet Loss,Low
E08255,2026-01-01 00:00:00,T1038,Call Drop,Medium
E08256,2026-01-26 06:00:00,T1487,Packet Loss,High
E08257,2026-01-13 18:00:00,T1185,Traffic Spike,Low
E08258,2026-01-15 18:00:00,T1224,High Latency,Medium
E08259,2026-01-04 06:00:00,T1206,Call Drop,Critical
E08260,2026-01-09 06:00:00,T1248,Call Drop,Low
E08261,2026-01-18 12:00:00,T1014,Packet Loss,Critical
E08262,2026-01-27 06:00:00,T1274,Low Signal,Critical
E08263,2026-01-08 00:00:00,T1013,Connection Failure,Medium
E08264,2026-01-13 18:00:00,T1133,High CPU,Low
E08265,2026-01-05 18:00:00,T1487,Low Signal,High
E08266,2026-01-16 12:00:00,T1284,Low Signal,Medium
E08267,2026-01-21 00:00:00,T1056,Connection Failure,High
E08268,2026-01-22 18:00:00,T1217,High Latency,Low
E08269,2026-01-26 18:00:00,T1251,Low Signal,Critical
E08270,2026-01-26 18:00:00,T1166,Connection Failure,Low
E08271,2026-01-14 06:00:00,T1401,Connection Failure,Low
E08272,2026-01-29 00:00:00,T1346,Packet Loss,Medium
E08273,2026-01-16 18:00:00,T1081,Low Signal,Low
E08274,2026-01-25 12:00:00,T1314,Low Signal,Medium
E08275,2026-01-23 12:00:00,T1170,Traffic Spike,Low
E08276,2026-01-08 12:00:00,T1194,Call Drop,High
E08277,2026-01-18 06:00:00,T1342,High Latency,Low
E08278,2026-01-16 18:00:00,T1098,High CPU,Low
E08279,2026-01-29 06:00:00,T1474,Low Signal,Medium
E08280,2026-01-03 06:00:00,T1267,Connection Failure,Low
E08281,2026-01-06 00:00:00,T1135,Call Drop,Low
E08282,2026-01-08 12:00:00,T1187,Packet Loss,Low
E08283,2026-01-21 00:00:00,T1252,Call Drop,High
E08284,2026-01-16 06:00:00,T1422,Connection Failure,Medium
E08285,2026-01-19 06:00:00,T1232,High Latency,High
E08286,2026-01-05 00:00:00,T1024,Packet Loss,Low
E08287,2026-01-07 00:00:00,T1097,Traffic Spike,Low
E08288,2026-01-27 00:00:00,T1289,Low Signal,Low
E08289,2026-01-05 00:00:00,T1047,Traffic Spike,Low
E08290,2026-01-06 06:00:00,T1099,High CPU,Medium
E08291,2026-01-28 12:00:00,T1031,Call Drop,Low
E08292,2026-01-26 18:00:00,T1475,Traffic Spike,Low
E08293,2026-01-18 00:00:00,T1062,High Latency,Low
E08294,2026-01-20 12:00:00,T1036,Call Drop,Low
E08295,2026-01-02 18:00:00,T1278,Connection Failure,Low
E08296,2026-01-13 12:00:00,T1373,Low Signal,Critical
E08297,2026-01-21 00:00:00,T1071,Low Signal,High
E08298,2026-01-23 18:00:00,T1396,Call Drop,Low
E08299,2026-01-03 06:00:00,T1178,Connection Failure,Low
E08300,2026-01-09 18:00:00,T1444,Traffic Spike,Low
E08301,2026-01-09 06:00:00,T1019,Traffic Spike,Medium
E08302,2026-01-10 00:00:00,T1402,Call Drop,Low
E08303,2026-01-15 18:00:00,T1284,Traffic Spike,Medium
E08304,2026-01-26 00:00:00,T1252,Traffic Spike,Low
E08305,2026-01-17 12:00:00,T1290,Call Drop,High
E08306,2026-01-14 06:00:00,T1028,Traffic Spike,Low
E08307,2026-01-13 06:00:00,T1243,Low Signal,Low
E08308,2026-01-21 00:00:00,T1441,Packet Loss,Low
E08309,2026-01-27 12:00:00,T1165,Low Signal,High
E08310,2026-01-21 06:00:00,T1496,Connection Failure,Low
E08311,2026-01-05 00:00:00,T1201,Packet Loss,Low
E08312,2026-01-02 06:00:00,T1211,Low Signal,High
E08313,2026-01-16 00:00:00,T1322,Connection Failure,Low
E08314,2026-01-29 18:00:00,T1121,Connection Failure,High
E08315,2026-01-08 00:00:00,T1022,Connection Failure,High
E08316,2026-01-15 18:00:00,T1329,High Latency,Low
E08317,2026-01-01 12:00:00,T1310,Connection Failure,Medium
E08318,2026-01-02 12:00:00,T1011,Call Drop,Medium
E08319,2026-01-24 00:00:00,T1121,High CPU,Medium
E08320,2026-01-07 12:00:00,T1293,Call Drop,Medium
E08321,2026-01-03 18:00:00,T1311,High Latency,Low
E08322,2026-01-06 18:00:00,T1022,High CPU,Medium
E08323,2026-01-05 18:00:00,T1451,Low Signal,Low
E08324,2026-01-11 12:00:00,T1483,Call Drop,Low
E08325,2026-01-29 00:00:00,T1155,High CPU,High
E08326,2026-01-12 00:00:00,T1368,High CPU,Medium
E08327,2026-01-02 18:00:00,T1313,Connection Failure,Low
E08328,2026-01-08 12:00:00,T1212,High Latency,Medium
E08329,2026-01-23 18:00:00,T1045,High Latency,High
E08330,2026-01-07 00:00:00,T1289,Packet Loss,High
E08331,2026-01-07 06:00:00,T1443,Connection Failure,Low
E08332,2026-01-26 06:00:00,T1165,High CPU,Low
E08333,2026-01-08 06:00:00,T1340,Packet Loss,Medium
E08334,2026-01-09 12:00:00,T1197,Call Drop,High
E08335,2026-01-17 00:00:00,T1401,Connection Failure,Low
E08336,2026-01-09 18:00:00,T1498,High Latency,Medium
E08337,2026-01-06 18:00:00,T1448,High CPU,Low
E08338,2026-01-30 00:00:00,T1499,Call Drop,Low
E08339,2026-01-21 00:00:00,T1154,Low Signal,Low
E08340,2026-01-19 12:00:00,T1423,High CPU,Low
E08341,2026-01-23 00:00:00,T1334,Connection Failure,Low
E08342,2026-01-18 00:00:00,T1375,Packet Loss,Low
E08343,2026-01-02 18:00:00,T1438,High Latency,Low
E08344,2026-01-17 06:00:00,T1315,Packet Loss,Low
E08345,2026-01-19 18:00:00,T1281,High Latency,Low
E08346,2026-01-14 18:00:00,T1026,Call Drop,Medium
E08347,2026-01-11 00:00:00,T1417,Traffic Spike,High
E08348,2026-01-22 00:00:00,T1396,Packet Loss,High
E08349,2026-01-19 18:00:00,T1347,High CPU,Low
E08350,2026-01-25 18:00:00,T1395,Call Drop,Medium
E08351,2026-01-01 12:00:00,T1227,Low Signal,Medium
E08352,2026-01-01 00:00:00,T1339,Connection Failure,Low
E08353,2026-01-05 12:00:00,T1035,Connection Failure,Low
E08354,2026-01-14 12:00:00,T1170,High Latency,Low
E08355,2026-01-03 18:00:00,T1190,Traffic Spike,High
E08356,2026-01-17 00:00:00,T1069,Packet Loss,Low
E08357,2026-01-26 12:00:00,T1055,Packet Loss,High
E08358,2026-01-17 12:00:00,T1416,Connection Failure,Low
E08359,2026-01-16 12:00:00,T1300,High Latency,Low
E08360,2026-01-17 00:00:00,T1491,High CPU,Low
E08361,2026-01-18 00:00:00,T1397,Low Signal,Low
E08362,2026-01-13 06:00:00,T1375,Call Drop,Medium
E08363,2026-01-02 00:00:00,T1492,Low Signal,Medium
E08364,2026-01-30 18:00:00,T1068,Traffic Spike,Low
E08365,2026-01-15 00:00:00,T1047,Call Drop,Low
E08366,2026-01-04 06:00:00,T1068,High CPU,Low
E08367,2026-01-12 12:00:00,T1499,High Latency,Medium
E08368,2026-01-13 06:00:00,T1100,Connection Failure,Medium
E08369,2026-01-23 06:00:00,T1393,High Latency,Medium
E08370,2026-01-10 12:00:00,T1352,Connection Failure,Low
E08371,2026-01-03 06:00:00,T1262,High CPU,Low
E08372,2026-01-30 06:00:00,T1458,High Latency,Critical
E08373,2026-01-08 12:00:00,T1339,Packet Loss,Low
E08374,2026-01-20 06:00:00,T1473,High Latency,Critical
E08375,2026-01-30 06:00:00,T1159,Traffic Spike,Low
E08376,2026-01-12 12:00:00,T1040,Connection Failure,High
E08377,2026-01-23 18:00:00,T1297,Low Signal,Medium
E08378,2026-01-01 12:00:00,T1422,Traffic Spike,Medium
E08379,2026-01-22 06:00:00,T1320,High Latency,Medium
E08380,2026-01-30 06:00:00,T1363,High Latency,Low
E08381,2026-01-11 06:00:00,T1018,High CPU,Low
E08382,2026-01-10 06:00:00,T1406,Traffic Spike,Medium
E08383,2026-01-17 12:00:00,T1463,Call Drop,High
E08384,2026-01-30 06:00:00,T1039,Traffic Spike,Medium
E08385,2026-01-19 06:00:00,T1388,High CPU,Low
E08386,2026-01-30 12:00:00,T1267,Packet Loss,Low
E08387,2026-01-10 00:00:00,T1224,Call Drop,Critical
E08388,2026-01-15 18:00:00,T1270,Traffic Spike,Low
E08389,2026-01-07 00:00:00,T1226,High Latency,Medium
E08390,2026-01-27 00:00:00,T1026,High CPU,Medium
E08391,2026-01-02 18:00:00,T1248,Low Signal,High
E08392,2026-01-21 06:00:00,T1381,Packet Loss,Medium
E08393,2026-01-27 12:00:00,T1075,High Latency,Low
E08394,2026-01-06 00:00:00,T1193,High Latency,Medium
E08395,2026-01-26 00:00:00,T1276,Connection Failure,Low
E08396,2026-01-30 00:00:00,T1087,Traffic Spike,Medium
E08397,2026-01-12 00:00:00,T1452,Connection Failure,Low
E08398,2026-01-17 00:00:00,T1037,Connection Failure,Low
E08399,2026-01-12 00:00:00,T1459,Low Signal,Low
E08400,2026-01-29 12:00:00,T1185,Packet Loss,Low
E08401,2026-01-30 00:00:00,T1458,High Latency,Medium
E08402,2026-01-22 18:00:00,T1222,High Latency,Low
E08403,2026-01-05 18:00:00,T1232,Connection Failure,Low
E08404,2026-01-20 12:00:00,T1345,Call Drop,High
E08405,2026-01-03 18:00:00,T1347,High Latency,High
E08406,2026-01-14 00:00:00,T1276,Call Drop,Medium
E08407,2026-01-06 00:00:00,T1461,High CPU,Low
E08408,2026-01-19 06:00:00,T1092,High Latency,High
E08409,2026-01-10 12:00:00,T1450,High CPU,Low
E08410,2026-01-19 12:00:00,T1463,Connection Failure,Medium
E08411,2026-01-20 18:00:00,T1282,Connection Failure,Medium
E08412,2026-01-27 18:00:00,T1208,Traffic Spike,Low
E08413,2026-01-12 18:00:00,T1274,High Latency,Medium
E08414,2026-01-27 00:00:00,T1047,Traffic Spike,Medium
E08415,2026-01-30 18:00:00,T1030,Packet Loss,Low
E08416,2026-01-23 18:00:00,T1468,Connection Failure,Low
E08417,2026-01-29 18:00:00,T1342,High Latency,Medium
E08418,2026-01-11 18:00:00,T1487,Packet Loss,Medium
E08419,2026-01-09 00:00:00,T1097,Low Signal,Low
E08420,2026-01-26 12:00:00,T1214,High Latency,Low
E08421,2026-01-16 06:00:00,T1498,Low Signal,Low
E08422,2026-01-16 06:00:00,T1408,Call Drop,High
E08423,2026-01-23 00:00:00,T1408,Connection Failure,High
E08424,2026-01-20 06:00:00,T1176,High Latency,Low
E08425,2026-01-23 12:00:00,T1060,High Latency,Medium
E08426,2026-01-01 00:00:00,T1023,Packet Loss,Medium
E08427,2026-01-17 06:00:00,T1301,Low Signal,High
E08428,2026-01-30 18:00:00,T1267,High Latency,Low
E08429,2026-01-04 00:00:00,T1042,Packet Loss,High
E08430,2026-01-17 00:00:00,T1465,Connection Failure,Low
E08431,2026-01-03 00:00:00,T1352,High CPU,Low
E08432,2026-01-30 12:00:00,T1029,Low Signal,Low
E08433,2026-01-19 06:00:00,T1344,High CPU,Low
E08434,2026-01-20 18:00:00,T1184,Packet Loss,Medium
E08435,2026-01-11 06:00:00,T1154,Call Drop,Medium
E08436,2026-01-13 00:00:00,T1441,High CPU,Low
E08437,2026-01-27 06:00:00,T1088,Traffic Spike,Medium
E08438,2026-01-01 06:00:00,T1024,Traffic Spike,Low
E08439,2026-01-07 18:00:00,T1200,Traffic Spike,High
E08440,2026-01-27 12:00:00,T1498,Connection Failure,High
E08441,2026-01-02 00:00:00,T1416,Call Drop,Low
E08442,2026-01-27 00:00:00,T1275,Low Signal,Medium
E08443,2026-01-29 06:00:00,T1253,Packet Loss,Medium
E08444,2026-01-06 18:00:00,T1269,High Latency,Low
E08445,2026-01-23 12:00:00,T1428,Connection Failure,Low
E08446,2026-01-27 12:00:00,T1396,Call Drop,Low
E08447,2026-01-08 00:00:00,T1456,High Latency,High
E08448,2026-01-05 18:00:00,T1478,Traffic Spike,Low
E08449,2026-01-20 18:00:00,T1286,Call Drop,High
E08450,2026-01-16 12:00:00,T1093,Connection Failure,High
E08451,2026-01-17 00:00:00,T1139,Packet Loss,Critical
E08452,2026-01-05 00:00:00,T1179,Low Signal,Low
E08453,2026-01-26 18:00:00,T1103,High CPU,Low
E08454,2026-01-09 00:00:00,T1231,High Latency,Medium
E08455,2026-01-29 12:00:00,T1368,High CPU,Medium
E08456,2026-01-30 18:00:00,T1419,High CPU,High
E08457,2026-01-30 06:00:00,T1144,Connection Failure,High
E08458,2026-01-09 12:00:00,T1184,Traffic Spike,Medium
E08459,2026-01-17 06:00:00,T1446,Traffic Spike,High
E08460,2026-01-27 06:00:00,T1441,Call Drop,Low
E08461,2026-01-05 06:00:00,T1437,High Latency,Critical
E08462,2026-01-19 00:00:00,T1376,Packet Loss,Low
E08463,2026-01-24 12:00:00,T1496,Packet Loss,Medium
E08464,2026-01-24 12:00:00,T1053,High Latency,Low
E08465,2026-01-27 06:00:00,T1076,High CPU,Low
E08466,2026-01-22 06:00:00,T1158,Low Signal,Medium
E08467,2026-01-02 12:00:00,T1028,High Latency,Low
E08468,2026-01-16 12:00:00,T1423,High CPU,Medium
E08469,2026-01-19 06:00:00,T1049,High CPU,Low
E08470,2026-01-19 12:00:00,T1151,Traffic Spike,Low
E08471,2026-01-19 18:00:00,T1003,Low Signal,High
E08472,2026-01-01 06:00:00,T1231,Call Drop,Medium
E08473,2026-01-25 18:00:00,T1037,High CPU,High
E08474,2026-01-26 12:00:00,T1114,Low Signal,Low
E08475,2026-01-25 18:00:00,T1285,Connection Failure,Low
E08476,2026-01-16 12:00:00,T1311,Low Signal,High
E08477,2026-01-20 06:00:00,T1225,High Latency,Medium
E08478,2026-01-05 00:00:00,T1236,Traffic Spike,Medium
E08479,2026-01-27 06:00:00,T1248,High Latency,Medium
E08480,2026-01-22 06:00:00,T1358,Connection Failure,Medium
E08481,2026-01-23 00:00:00,T1014,Connection Failure,Medium
E08482,2026-01-09 18:00:00,T1333,Call Drop,Low
E08483,2026-01-08 12:00:00,T1255,Call Drop,Medium
E08484,2026-01-13 06:00:00,T1477,Low Signal,Critical
E08485,2026-01-28 18:00:00,T1262,Packet Loss,Low
E08486,2026-01-28 06:00:00,T1043,Call Drop,Low
E08487,2026-01-06 12:00:00,T1313,High CPU,Low
E08488,2026-01-11 18:00:00,T1140,Traffic Spike,Critical
E08489,2026-01-10 06:00:00,T1148,High Latency,Low
E08490,2026-01-18 00:00:00,T1465,Traffic Spike,Medium
E08491,2026-01-13 00:00:00,T1477,Packet Loss,Low
E08492,2026-01-08 06:00:00,T1095,Low Signal,Medium
E08493,2026-01-23 00:00:00,T1318,Low Signal,Low
E08494,2026-01-01 12:00:00,T1220,Connection Failure,Medium
E08495,2026-01-15 12:00:00,T1343,High Latency,Low
E08496,2026-01-27 00:00:00,T1147,Traffic Spike,Medium
E08497,2026-01-16 18:00:00,T1263,High Latency,Medium
E08498,2026-01-30 00:00:00,T1249,High CPU,Medium
E08499,2026-01-03 12:00:00,T1285,Low Signal,Critical
E08500,2026-01-15 00:00:00,T1250,High Latency,Low
E08501,2026-01-06 18:00:00,T1464,Call Drop,Medium
E08502,2026-01-21 06:00:00,T1238,Traffic Spike,Low
E08503,2026-01-27 06:00:00,T1435,Packet Loss,Low
E08504,2026-01-26 18:00:00,T1029,Traffic Spike,Low
E08505,2026-01-27 06:00:00,T1083,Packet Loss,Low
E08506,2026-01-17 00:00:00,T1329,Low Signal,High
E08507,2026-01-19 18:00:00,T1377,High CPU,Medium
E08508,2026-01-03 00:00:00,T1443,Traffic Spike,Low
E08509,2026-01-16 06:00:00,T1013,Connection Failure,Low
E08510,2026-01-25 18:00:00,T1408,Connection Failure,High
E08511,2026-01-15 18:00:00,T1296,Traffic Spike,Critical
E08512,2026-01-17 00:00:00,T1224,Connection Failure,Low
E08513,2026-01-16 00:00:00,T1194,Traffic Spike,Low
