fault_id,tower_id,timestamp,fault_type,severity,duration_minutes,resolved
F02270,T1256,2026-01-15 12:00:00,Radio Degradation,Low,5,True
F02271,T1340,2026-01-06 18:00:00,Hardware Failure,Medium,19,True
F02272,T1285,2026-01-10 06:00:00,Configuration Error,Medium,64,True
F02273,T1229,2026-01-17 00:00:00,Hardware Failure,Medium,106,True
F02274,T1353,2026-01-01 12:00:00,Network Congestion,Low,101,True
F02275,T1175,2026-01-26 06:00:00,Network Congestion,Medium,87,True
F02276,T1151,2026-01-04 06:00:00,Backhaul Failure,Medium,233,True
F02277,T1105,2026-01-05 06:00:00,Radio Degradation,Low,12,True
F02278,T1175,2026-01-17 00:00:00,Radio Degradation,Low,51,True
F02279,T1237,2026-01-27 12:00:00,Network Congestion,High,93,True
F02280,T1369,2026-01-14 00:00:00,Power Issue,High,162,True
F02281,T1055,2026-01-24 12:00:00,Backhaul Failure,Medium,5,True
F02282,T1220,2026-01-24 06:00:00,Backhaul Failure,Medium,20,True
F02283,T1237,2026-01-21 06:00:00,Network Congestion,Medium,50,True
F02284,T1105,2026-01-14 00:00:00,Backhaul Failure,Low,5,True
F02285,T1285,2026-01-25 00:00:00,Power Issue,Low,155,True
F02286,T1178,2026-01-26 12:00:00,Power Issue,High,76,True
F02287,T1382,2026-01-28 18:00:00,Radio Degradation,Medium,58,True
F02288,T1113,2026-01-19 06:00:00,Backhaul Failure,Low,36,True
F02289,T1078,2026-01-18 00:00:00,Power Issue,Medium,240,False
F02290,T1054,2026-01-20 06:00:00,Power Issue,High,52,True
F02291,T1326,2026-01-19 06:00:00,Power Issue,Critical,113,True
F02292,T1471,2026-01-17 18:00:00,Power Issue,Low,31,True
F02293,T1340,2026-01-07 06:00:00,Configuration Error,Low,38,True
F02294,T1373,2026-01-23 12:00:00,Network Congestion,High,8,True
F02295,T1129,2026-01-04 12:00:00,Configuration Error,Low,89,True
F02296,T1359,2026-01-27 12:00:00,Network Congestion,High,61,True
F02297,T1132,2026-01-08 18:00:00,Backhaul Failure,Medium,9,False
F02298,T1266,2026-01-18 12:00:00,Network Congestion,Low,22,True
F02299,T1214,2026-01-13 18:00:00,Hardware Failure,Low,71,True
F02300,T1022,2026-01-30 18:00:00,Backhaul Failure,High,17,True
F02301,T1352,2026-01-17 18:00:00,Network Congestion,Low,27,False
F02302,T1301,2026-01-16 00:00:00,Backhaul Failure,Medium,34,True
F02303,T1085,2026-01-06 00:00:00,Power Issue,High,97,False
F02304,T1337,2026-01-28 00:00:00,Power Issue,Low,6,True
F02305,T1468,2026-01-26 00:00:00,Configuration Error,Medium,55,True
F02306,T1340,2026-01-19 00:00:00,Hardware Failure,Low,81,False
F02307,T1401,2026-01-09 12:00:00,Backhaul Failure,Low,76,True
F02308,T1005,2026-01-19 12:00:00,Radio Degradation,Low,46,True
F02309,T1247,2026-01-18 12:00:00,Network Congestion,Low,121,False
F02310,T1184,2026-01-07 00:00:00,Network Congestion,Low,81,True
F02311,T1415,2026-01-26 18:00:00,Hardware Failure,Low,303,True
F02312,T1220,2026-01-08 18:00:00,Radio Degradation,Low,5,True
F02313,T1220,2026-01-09 00:00:00,Hardware Failure,Low,7,True
F02314,T1304,2026-01-28 18:00:00,Backhaul Failure,Low,21,True
F02315,T1445,2026-01-14 18:00:00,Backhaul Failure,Low,5,True
F02316,T1298,2026-01-25 18:00:00,Hardware Failure,Medium,16,True
F02317,T1273,2026-01-16 18:00:00,Radio Degradation,Low,180,True
F02318,T1366,2026-01-20 18:00:00,Backhaul Failure,Medium,18,True
F02319,T1393,2026-01-03 18:00:00,Network Congestion,High,66,True
F02320,T1356,2026-01-12 18:00:00,Power Issue,Low,31,True
F02321,T1288,2026-01-13 18:00:00,Hardware Failure,Medium,8,True
F02322,T1012,2026-01-23 00:00:00,Backhaul Failure,Medium,76,True
F02323,T1245,2026-01-12 12:00:00,Backhaul Failure,Low,97,True
F02324,T1043,2026-01-30 18:00:00,Hardware Failure,Medium,62,True
F02325,T1415,2026-01-12 12:00:00,Backhaul Failure,Low,29,True
F02326,T1304,2026-01-21 06:00:00,Hardware Failure,Critical,23,True
F02327,T1212,2026-01-08 00:00:00,Configuration Error,High,42,True
F02328,T1458,2026-01-18 00:00:00,Power Issue,Low,18,False
F02329,T1043,2026-01-05 12:00:00,Network Congestion,High,28,True
F02330,T1159,2026-01-08 18:00:00,Power Issue,Low,26,True
F02331,T1395,2026-01-20 00:00:00,Radio Degradation,Medium,166,True
F02332,T1495,2026-01-06 12:00:00,Radio Degradation,Medium,60,True
F02333,T1123,2026-01-08 00:00:00,Network Congestion,Medium,106,True
F02334,T1259,2026-01-09 06:00:00,Radio Degradation,Low,20,True
F02335,T1212,2026-01-12 06:00:00,Network Congestion,Medium,8,True
F02336,T1336,2026-01-11 06:00:00,Power Issue,Medium,113,True
F02337,T1366,2026-01-29 00:00:00,Backhaul Failure,Low,31,True
F02338,T1347,2026-01-28 06:00:00,Network Congestion,High,28,True
F02339,T1245,2026-01-26 12:00:00,Backhaul Failure,Low,24,True
F02340,T1472,2026-01-23 06:00:00,Network Congestion,Medium,22,True
F02341,T1331,2026-01-13 06:00:00,Hardware Failure,Low,262,True
F02342,T1265,2026-01-22 18:00:00,Radio Degradation,Medium,39,True
F02343,T1353,2026-01-15 12:00:00,Radio Degradation,Medium,46,True
F02344,T1274,2026-01-25 12:00:00,Radio Degradation,High,63,True
F02345,T1059,2026-01-05 00:00:00,Network Congestion,Low,62,False
F02346,T1077,2026-01-04 18:00:00,Backhaul Failure,Low,131,True
F02347,T1356,2026-01-16 06:00:00,Hardware Failure,Low,220,True
F02348,T1369,2026-01-05 18:00:00,Radio Degradation,High,278,True
F02349,T1178,2026-01-26 12:00:00,Backhaul Failure,Low,302,True
F02350,T1288,2026-01-29 18:00:00,Power Issue,Medium,124,True
F02351,T1494,2026-01-12 06:00:00,Backhaul Failure,Low,34,False
F02352,T1037,2026-01-05 00:00:00,Power Issue,Low,23,True
F02353,T1184,2026-01-29 18:00:00,Hardware Failure,Medium,125,True
F02354,T1233,2026-01-18 18:00:00,Hardware Failure,High,391,True
F02355,T1175,2026-01-03 12:00:00,Power Issue,Low,35,False
F02356,T1123,2026-01-01 00:00:00,Network Congestion,Medium,30,True
F02357,T1229,2026-01-01 06:00:00,Configuration Error,Medium,44,True
F02358,T1274,2026-01-11 18:00:00,Power Issue,Medium,191,True
F02359,T1224,2026-01-26 00:00:00,Backhaul Failure,High,30,True
F02360,T1233,2026-01-02 00:00:00,Network Congestion,High,19,True
F02361,T1340,2026-01-23 18:00:00,Configuration Error,Medium,10,True
F02362,T1285,2026-01-25 06:00:00,Hardware Failure,Medium,112,True
F02363,T1220,2026-01-02 00:00:00,Power Issue,Low,18,True
F02364,T1200,2026-01-19 06:00:00,Backhaul Failure,High,11,True
F02365,T1407,2026-01-18 12:00:00,Network Congestion,Low,61,True
F02366,T1306,2026-01-09 18:00:00,Hardware Failure,Low,64,False
F02367,T1123,2026-01-30 18:00:00,Hardware Failure,Low,139,True
F02368,T1078,2026-01-20 12:00:00,Backhaul Failure,Critical,54,True
F02369,T1481,2026-01-18 12:00:00,Configuration Error,Medium,17,True
F02370,T1055,2026-01-22 12:00:00,Radio Degradation,High,20,True
F02371,T1247,2026-01-14 18:00:00,Power Issue,Low,119,True
F02372,T1059,2026-01-24 18:00:00,Hardware Failure,Critical,116,True
F02373,T1022,2026-01-04 06:00:00,Radio Degradation,Low,82,True
F02374,T1037,2026-01-15 06:00:00,Hardware Failure,Medium,122,True
F02375,T1237,2026-01-24 18:00:00,Backhaul Failure,Medium,31,True
F02376,T1037,2026-01-06 18:00:00,Configuration Error,Low,101,True
F02377,T1229,2026-01-14 18:00:00,Backhaul Failure,Low,78,True
F02378,T1297,2026-01-11 12:00:00,Hardware Failure,Low,24,True
F02379,T1265,2026-01-30 18:00:00,Radio Degradation,Low,38,True
F02380,T1326,2026-01-10 06:00:00,Radio Degradation,High,239,True
F02381,T1127,2026-01-11 18:00:00,Hardware Failure,Low,18,True
F02382,T1495,2026-01-01 06:00:00,Radio Degradation,Medium,58,True
F02383,T1458,2026-01-21 06:00:00,Hardware Failure,Low,117,True
F02384,T1085,2026-01-10 12:00:00,Configuration Error,Medium,25,True
F02385,T1193,2026-01-22 00:00:00,Hardware Failure,Low,61,True
F02386,T1259,2026-01-02 00:00:00,Hardware Failure,Medium,30,True
F02387,T1169,2026-01-26 06:00:00,Backhaul Failure,High,104,True
F02388,T1415,2026-01-19 12:00:00,Radio Degradation,High,5,True
F02389,T1298,2026-01-10 06:00:00,Hardware Failure,Medium,130,True
F02390,T1425,2026-01-21 00:00:00,Backhaul Failure,Medium,213,True
F02391,T1306,2026-01-13 12:00:00,Configuration Error,Low,122,True
F02392,T1043,2026-01-12 12:00:00,Power Issue,Medium,25,True
F02393,T1200,2026-01-26 06:00:00,Power Issue,Medium,11,True
F02394,T1494,2026-01-05 06:00:00,Hardware Failure,Low,37,True
F02395,T1214,2026-01-05 00:00:00,Backhaul Failure,Low,9,True
F02396,T1054,2026-01-25 12:00:00,Configuration Error,Low,33,True
F02397,T1175,2026-01-14 18:00:00,Hardware Failure,High,6,True
F02398,T1055,2026-01-18 12:00:00,Configuration Error,Low,71,True
F02399,T1306,2026-01-12 06:00:00,Backhaul Failure,Low,76,True
F02400,T1306,2026-01-27 12:00:00,Backhaul Failure,Low,60,True
F02401,T1340,2026-01-13 12:00:00,Backhaul Failure,Low,5,True
F02402,T1393,2026-01-14 12:00:00,Radio Degradation,High,206,True
F02403,T1123,2026-01-09 18:00:00,Hardware Failure,Medium,18,False
F02404,T1285,2026-01-02 06:00:00,Network Congestion,Medium,205,True
F02405,T1352,2026-01-30 06:00:00,Configuration Error,Low,130,True
F02406,T1336,2026-01-21 12:00:00,Configuration Error,Low,86,True
F02407,T1078,2026-01-01 00:00:00,Backhaul Failure,High,7,False
F02408,T1256,2026-01-07 06:00:00,Power Issue,Medium,5,True
F02409,T1354,2026-01-17 12:00:00,Radio Degradation,Low,8,True
F02410,T1404,2026-01-20 06:00:00,Backhaul Failure,High,93,True
F02411,T1337,2026-01-15 12:00:00,Radio Degradation,Critical,177,True
F02412,T1054,2026-01-11 00:00:00,Backhaul Failure,Medium,27,False
F02413,T1331,2026-01-16 18:00:00,Backhaul Failure,High,32,True
F02414,T1288,2026-01-30 12:00:00,Radio Degradation,Low,25,True
F02415,T1178,2026-01-28 00:00:00,Network Congestion,Medium,126,True
F02416,T1053,2026-01-09 00:00:00,Radio Degradation,Low,61,True
F02417,T1043,2026-01-08 18:00:00,Hardware Failure,Medium,5,False
F02418,T1352,2026-01-18 18:00:00,Hardware Failure,Medium,6,False
F02419,T1359,2026-01-26 12:00:00,Radio Degradation,Medium,39,True
F02420,T1304,2026-01-07 12:00:00,Hardware Failure,High,28,False
F02421,T1184,2026-01-18 12:00:00,Network Congestion,Medium,16,True
F02422,T1346,2026-01-14 00:00:00,Power Issue,Medium,31,False
F02423,T1247,2026-01-04 06:00:00,Configuration Error,Medium,11,True
F02424,T1385,2026-01-22 12:00:00,Backhaul Failure,Low,11,True
F02425,T1050,2026-01-06 12:00:00,Hardware Failure,High,16,True
F02426,T1191,2026-01-23 00:00:00,Hardware Failure,Critical,27,True
F02427,T1176,2026-01-08 00:00:00,Power Issue,Critical,68,True
F02428,T1043,2026-01-11 00:00:00,Radio Degradation,High,38,True
F02429,T1494,2026-01-17 00:00:00,Backhaul Failure,Medium,13,True
F02430,T1445,2026-01-12 00:00:00,Power Issue,Low,94,True
F02431,T1191,2026-01-09 00:00:00,Radio Degradation,High,97,True
F02432,T1395,2026-01-03 06:00:00,Network Congestion,Low,6,True
F02433,T1113,2026-01-18 06:00:00,Backhaul Failure,Critical,5,True
F02434,T1492,2026-01-01 12:00:00,Backhaul Failure,High,27,True
F02435,T1233,2026-01-25 18:00:00,Network Congestion,Low,38,True
F02436,T1175,2026-01-25 00:00:00,Configuration Error,Low,19,True
F02437,T1059,2026-01-18 18:00:00,Backhaul Failure,Low,38,True
F02438,T1337,2026-01-02 18:00:00,Network Congestion,Low,71,True
F02439,T1055,2026-01-30 12:00:00,Configuration Error,Low,38,True
F02440,T1176,2026-01-11 18:00:00,Hardware Failure,Low,54,True
F02441,T1294,2026-01-18 00:00:00,Radio Degradation,Low,18,True
F02442,T1330,2026-01-24 12:00:00,Hardware Failure,Medium,38,True
F02443,T1359,2026-01-11 06:00:00,Power Issue,Medium,71,True
F02444,T1306,2026-01-28 00:00:00,Hardware Failure,High,30,True
F02445,T1085,2026-01-23 12:00:00,Backhaul Failure,Critical,106,True
F02446,T1237,2026-01-03 12:00:00,Hardware Failure,Medium,26,True
F02447,T1237,2026-01-01 00:00:00,Power Issue,Low,5,True
F02448,T1085,2026-01-30 00:00:00,Power Issue,Low,7,False
F02449,T1471,2026-01-11 00:00:00,Network Congestion,Medium,14,True
F02450,T1445,2026-01-08 00:00:00,Power Issue,Low,64,True
F02451,T1369,2026-01-18 00:00:00,Configuration Error,Medium,73,True
F02452,T1113,2026-01-18 12:00:00,Radio Degradation,Medium,20,True
F02453,T1274,2026-01-25 00:00:00,Power Issue,High,5,True
F02454,T1340,2026-01-11 12:00:00,Configuration Error,Low,9,True
F02455,T1404,2026-01-01 00:00:00,Backhaul Failure,Low,59,True
F02456,T1274,2026-01-18 00:00:00,Power Issue,Low,6,False
F02457,T1037,2026-01-03 12:00:00,Network Congestion,Low,153,False
F02458,T1458,2026-01-28 00:00:00,Configuration Error,High,29,True
F02459,T1050,2026-01-23 06:00:00,Network Congestion,Medium,92,True
F02460,T1346,2026-01-17 06:00:00,Backhaul Failure,Low,120,True
F02461,T1415,2026-01-19 06:00:00,Backhaul Failure,Medium,24,True
F02462,T1151,2026-01-20 18:00:00,Network Congestion,High,229,True
F02463,T1085,2026-01-13 18:00:00,Radio Degradation,Low,25,True
F02464,T1214,2026-01-23 18:00:00,Power Issue,Medium,187,True
F02465,T1472,2026-01-13 06:00:00,Configuration Error,Low,33,True
F02466,T1159,2026-01-27 00:00:00,Configuration Error,Low,52,True
F02467,T1288,2026-01-08 00:00:00,Configuration Error,Low,76,True
F02468,T1151,2026-01-09 00:00:00,Radio Degradation,Low,214,True
F02469,T1472,2026-01-27 00:00:00,Backhaul Failure,Low,147,True
F02470,T1285,2026-01-05 00:00:00,Power Issue,Low,54,True
F02471,T1340,2026-01-17 12:00:00,Backhaul Failure,Medium,99,True
F02472,T1285,2026-01-07 18:00:00,Power Issue,Low,32,True
F02473,T1340,2026-01-08 18:00:00,Backhaul Failure,High,35,True
F02474,T1022,2026-01-01 18:00:00,Backhaul Failure,Low,25,True
F02475,T1229,2026-01-24 18:00:00,Radio Degradation,Low,14,True
F02476,T1054,2026-01-05 12:00:00,Power Issue,Low,151,True
F02477,T1228,2026-01-26 00:00:00,Radio Degradation,Medium,49,True
F02478,T1220,2026-01-15 06:00:00,Configuration Error,High,56,True
F02479,T1184,2026-01-09 06:00:00,Backhaul Failure,Low,5,False
F02480,T1247,2026-01-25 06:00:00,Configuration Error,Medium,34,True
F02481,T1330,2026-01-17 06:00:00,Hardware Failure,Low,75,True
F02482,T1022,2026-01-23 00:00:00,Power Issue,High,66,True
F02483,T1382,2026-01-24 18:00:00,Hardware Failure,Low,26,False
F02484,T1216,2026-01-08 12:00:00,Power Issue,High,5,True
F02485,T1055,2026-01-30 06:00:00,Configuration Error,Medium,99,True
F02486,T1347,2026-01-01 12:00:00,Configuration Error,High,8,True
F02487,T1078,2026-01-01 18:00:00,Network Congestion,Low,39,True
F02488,T1401,2026-01-25 18:00:00,Power Issue,Medium,130,True
F02489,T1256,2026-01-21 18:00:00,Configuration Error,High,75,True
F02490,T1205,2026-01-12 00:00:00,Backhaul Failure,Medium,30,True
F02491,T1037,2026-01-11 00:00:00,Power Issue,Low,17,True
F02492,T1049,2026-01-11 18:00:00,Network Congestion,Medium,138,True
F02493,T1113,2026-01-03 00:00:00,Radio Degradation,High,41,True
F02494,T1337,2026-01-07 18:00:00,Backhaul Failure,Medium,308,True
F02495,T1216,2026-01-22 18:00:00,Configuration Error,Low,5,True
F02496,T1151,2026-01-12 00:00:00,Hardware Failure,Low,234,False
F02497,T1237,2026-01-04 12:00:00,Configuration Error,Medium,188,True
F02498,T1181,2026-01-03 12:00:00,Network Congestion,Medium,26,True
F02499,T1022,2026-01-26 06:00:00,Hardware Failure,Medium,111,True
F02500,T1123,2026-01-22 00:00:00,Backhaul Failure,High,32,True
F02501,T1237,2026-01-29 12:00:00,Hardware Failure,Low,26,True
F02502,T1245,2026-01-09 00:00:00,Backhaul Failure,Medium,26,False
F02503,T1369,2026-01-15 06:00:00,Hardware Failure,Medium,26,False
F02504,T1245,2026-01-01 12:00:00,Network Congestion,Low,185,True
F02505,T1495,2026-01-02 06:00:00,Network Congestion,High,45,True
F02506,T1385,2026-01-15 00:00:00,Configuration Error,Medium,10,True
F02507,T1306,2026-01-04 06:00:00,Power Issue,Medium,6,True
F02508,T1077,2026-01-27 18:00:00,Network Congestion,Medium,8,True
F02509,T1425,2026-01-16 18:00:00,Hardware Failure,Low,37,True
F02510,T1129,2026-01-22 18:00:00,Hardware Failure,Low,41,True
F02511,T1105,2026-01-05 18:00:00,Hardware Failure,Medium,9,True
F02512,T1123,2026-01-09 12:00:00,Backhaul Failure,Low,40,False
F02513,T1049,2026-01-22 06:00:00,Backhaul Failure,Medium,5,True
F02514,T1018,2026-01-09 12:00:00,Power Issue,Medium,16,False
F02515,T1247,2026-01-07 18:00:00,Power Issue,Low,11,True
F02516,T1395,2026-01-28 00:00:00,Configuration Error,Low,5,True
F02517,T1495,2026-01-23 00:00:00,Radio Degradation,Medium,27,False
F02518,T1304,2026-01-23 06:00:00,Hardware Failure,Medium,13,True
F02519,T1288,2026-01-26 06:00:00,Network Congestion,High,167,True
F02520,T1005,2026-01-18 00:00:00,Network Congestion,Medium,36,True
F02521,T1353,2026-01-18 00:00:00,Power Issue,Low,7,True
F02522,T1129,2026-01-02 18:00:00,Backhaul Failure,High,152,True
F02523,T1220,2026-01-23 00:00:00,Radio Degradation,Low,30,True
F02524,T1407,2026-01-24 00:00:00,Configuration Error,High,8,True
F02525,T1346,2026-01-09 12:00:00,Hardware Failure,Low,103,True
F02526,T1297,2026-01-25 00:00:00,Configuration Error,Low,77,True
F02527,T1369,2026-01-24 00:00:00,Hardware Failure,Medium,110,True
F02528,T1259,2026-01-15 12:00:00,Hardware Failure,High,11,True
F02529,T1005,2026-01-01 06:00:00,Power Issue,Low,19,True
F02530,T1366,2026-01-21 12:00:00,Power Issue,Low,5,True
F02531,T1285,2026-01-20 18:00:00,Power Issue,Medium,90,False
F02532,T1105,2026-01-05 06:00:00,Power Issue,Medium,77,True
F02533,T1356,2026-01-13 18:00:00,Hardware Failure,Medium,40,True
F02534,T1337,2026-01-20 00:00:00,Hardware Failure,Medium,22,True
F02535,T1243,2026-01-12 12:00:00,Hardware Failure,Low,72,True
F02536,T1353,2026-01-05 18:00:00,Backhaul Failure,Medium,5,True
F02537,T1347,2026-01-26 12:00:00,Radio Degradation,Low,20,True
F02538,T1340,2026-01-02 12:00:00,Power Issue,High,77,True
F02539,T1243,2026-01-24 00:00:00,Radio Degradation,Medium,39,True
F02540,T1224,2026-01-14 06:00:00,Network Congestion,Medium,43,True
F02541,T1481,2026-01-15 12:00:00,Hardware Failure,High,31,True
F02542,T1353,2026-01-06 06:00:00,Hardware Failure,Low,48,True
F02543,T1214,2026-01-28 18:00:00,Power Issue,High,5,True
F02544,T1481,2026-01-30 00:00:00,Power Issue,Medium,35,True
F02545,T1012,2026-01-06 18:00:00,Backhaul Failure,High,103,True
F02546,T1169,2026-01-13 06:00:00,Radio Degradation,Medium,61,True
F02547,T1037,2026-01-05 00:00:00,Network Congestion,Medium,20,True
F02548,T1385,2026-01-24 06:00:00,Radio Degradation,Medium,35,True
F02549,T1050,2026-01-10 18:00:00,Power Issue,Low,56,True
F02550,T1200,2026-01-25 06:00:00,Power Issue,Medium,24,True
F02551,T1072,2026-01-07 00:00:00,Power Issue,Critical,103,True
F02552,T1494,2026-01-28 00:00:00,Backhaul Failure,Low,8,False
F02553,T1184,2026-01-06 12:00:00,Power Issue,High,13,True
F02554,T1337,2026-01-06 18:00:00,Network Congestion,Medium,151,True
F02555,T1191,2026-01-22 06:00:00,Power Issue,Low,25,True
F02556,T1050,2026-01-01 00:00:00,Backhaul Failure,Low,5,True
F02557,T1352,2026-01-28 12:00:00,Radio Degradation,Medium,154,True
F02558,T1366,2026-01-30 00:00:00,Network Congestion,Medium,59,True
F02559,T1481,2026-01-23 06:00:00,Power Issue,Low,95,False
F02560,T1494,2026-01-20 00:00:00,Configuration Error,Medium,138,True
F02561,T1346,2026-01-21 00:00:00,Power Issue,Low,227,False
F02562,T1181,2026-01-25 12:00:00,Network Congestion,High,81,True
F02563,T1356,2026-01-29 00:00:00,Backhaul Failure,Medium,37,True
F02564,T1216,2026-01-03 00:00:00,Configuration Error,Medium,77,True
F02565,T1401,2026-01-29 00:00:00,Radio Degradation,Low,54,False
F02566,T1326,2026-01-19 00:00:00,Configuration Error,Medium,33,True
F02567,T1085,2026-01-13 12:00:00,Network Congestion,Low,23,True
F02568,T1306,2026-01-24 00:00:00,Hardware Failure,High,41,True
F02569,T1366,2026-01-16 12:00:00,Backhaul Failure,Low,56,False
F02570,T1237,2026-01-25 00:00:00,Hardware Failure,High,27,True
F02571,T1297,2026-01-26 00:00:00,Radio Degradation,Low,115,True
F02572,T1472,2026-01-18 06:00:00,Radio Degradation,Medium,10,True
F02573,T1113,2026-01-13 12:00:00,Backhaul Failure,Medium,23,True
F02574,T1050,2026-01-10 00:00:00,Configuration Error,High,6,False
F02575,T1313,2026-01-22 06:00:00,Backhaul Failure,Low,122,True
F02576,T1085,2026-01-29 00:00:00,Hardware Failure,Low,72,True
F02577,T1214,2026-01-28 12:00:00,Hardware Failure,Medium,24,True
F02578,T1053,2026-01-17 18:00:00,Power Issue,High,36,True
F02579,T1369,2026-01-14 06:00:00,Network Congestion,High,9,True
F02580,T1151,2026-01-20 06:00:00,Hardware Failure,Low,13,True
F02581,T1078,2026-01-14 00:00:00,Hardware Failure,Low,6,True
F02582,T1354,2026-01-28 12:00:00,Network Congestion,Medium,116,True
F02583,T1354,2026-01-02 12:00:00,Configuration Error,Low,6,True
F02584,T1326,2026-01-16 18:00:00,Backhaul Failure,Medium,44,True
F02585,T1337,2026-01-17 00:00:00,Hardware Failure,Medium,119,True
F02586,T1247,2026-01-02 06:00:00,Hardware Failure,Medium,123,True
F02587,T1184,2026-01-13 00:00:00,Hardware Failure,Low,31,True
F02588,T1105,2026-01-11 06:00:00,Hardware Failure,Critical,90,True
F02589,T1022,2026-01-29 12:00:00,Power Issue,Low,24,True
F02590,T1330,2026-01-06 18:00:00,Radio Degradation,Low,208,True
F02591,T1265,2026-01-14 06:00:00,Radio Degradation,Low,11,True
F02592,T1261,2026-01-10 00:00:00,Hardware Failure,Low,90,True
F02593,T1176,2026-01-26 18:00:00,Network Congestion,Low,47,True
F02594,T1055,2026-01-30 06:00:00,Backhaul Failure,Low,301,True
F02595,T1132,2026-01-20 00:00:00,Hardware Failure,Low,136,True
F02596,T1113,2026-01-23 00:00:00,Radio Degradation,High,40,True
F02597,T1205,2026-01-19 00:00:00,Power Issue,Low,35,True
F02598,T1247,2026-01-23 18:00:00,Power Issue,Medium,123,True
F02599,T1369,2026-01-20 18:00:00,Radio Degradation,Medium,31,True
F02600,T1340,2026-01-10 18:00:00,Hardware Failure,High,78,True
F02601,T1049,2026-01-26 12:00:00,Radio Degradation,Low,23,False
F02602,T1037,2026-01-05 12:00:00,Radio Degradation,Low,7,True
F02603,T1366,2026-01-29 12:00:00,Radio Degradation,Medium,5,False
F02604,T1169,2026-01-06 06:00:00,Hardware Failure,Low,41,True
F02605,T1220,2026-01-10 06:00:00,Backhaul Failure,Medium,17,True
F02606,T1229,2026-01-14 00:00:00,Radio Degradation,Medium,19,True
F02607,T1214,2026-01-15 18:00:00,Hardware Failure,Medium,39,True
F02608,T1151,2026-01-10 06:00:00,Radio Degradation,Medium,107,True
F02609,T1340,2026-01-20 12:00:00,Configuration Error,Low,13,False
F02610,T1085,2026-01-22 00:00:00,Power Issue,High,70,True
F02611,T1237,2026-01-29 00:00:00,Network Congestion,High,54,True
F02612,T1072,2026-01-11 00:00:00,Radio Degradation,High,64,True
F02613,T1274,2026-01-19 12:00:00,Radio Degradation,Medium,5,True
F02614,T1415,2026-01-03 18:00:00,Radio Degradation,Low,73,True
F02615,T1105,2026-01-30 06:00:00,Hardware Failure,Medium,99,True
F02616,T1259,2026-01-22 06:00:00,Network Congestion,High,14,True
F02617,T1078,2026-01-30 00:00:00,Power Issue,High,77,True
F02618,T1274,2026-01-18 06:00:00,Network Congestion,Medium,23,True
F02619,T1233,2026-01-09 00:00:00,Hardware Failure,High,120,True
F02620,T1369,2026-01-08 00:00:00,Hardware Failure,Medium,12,True
F02621,T1127,2026-01-13 18:00:00,Hardware Failure,Critical,55,True
F02622,T1212,2026-01-13 06:00:00,Hardware Failure,Low,191,True
F02623,T1298,2026-01-11 00:00:00,Hardware Failure,High,244,True
F02624,T1229,2026-01-20 12:00:00,Hardware Failure,Low,17,True
F02625,T1495,2026-01-11 00:00:00,Backhaul Failure,Medium,182,True
F02626,T1301,2026-01-17 06:00:00,Radio Degradation,High,5,True
F02627,T1301,2026-01-05 00:00:00,Configuration Error,Low,12,True
F02628,T1415,2026-01-01 18:00:00,Backhaul Failure,Medium,152,True
F02629,T1425,2026-01-02 18:00:00,Network Congestion,Medium,168,True
F02630,T1237,2026-01-22 06:00:00,Radio Degradation,Low,8,True
F02631,T1395,2026-01-24 18:00:00,Configuration Error,Medium,81,True
F02632,T1184,2026-01-30 00:00:00,Network Congestion,Medium,29,False
F02633,T1331,2026-01-25 12:00:00,Hardware Failure,Low,6,True
F02634,T1049,2026-01-09 00:00:00,Network Congestion,Low,10,True
F02635,T1395,2026-01-30 06:00:00,Power Issue,Low,37,False
F02636,T1256,2026-01-12 18:00:00,Hardware Failure,Medium,59,False
F02637,T1494,2026-01-01 06:00:00,Network Congestion,Medium,81,True
F02638,T1425,2026-01-01 18:00:00,Hardware Failure,Low,7,True
F02639,T1233,2026-01-22 12:00:00,Network Congestion,Medium,89,True
F02640,T1492,2026-01-13 00:00:00,Network Congestion,Low,71,True
F02641,T1055,2026-01-18 12:00:00,Power Issue,Low,48,True
F02642,T1123,2026-01-28 12:00:00,Hardware Failure,Low,111,True
F02643,T1233,2026-01-02 00:00:00,Backhaul Failure,Low,11,False
F02644,T1326,2026-01-15 06:00:00,Configuration Error,Low,59,True
F02645,T1228,2026-01-18 00:00:00,Network Congestion,High,160,True
F02646,T1059,2026-01-22 06:00:00,Network Congestion,Low,5,True
F02647,T1359,2026-01-03 18:00:00,Radio Degradation,Medium,161,True
F02648,T1301,2026-01-07 12:00:00,Radio Degradation,High,23,True
F02649,T1245,2026-01-18 12:00:00,Configuration Error,High,11,True
F02650,T1346,2026-01-20 18:00:00,Network Congestion,High,60,True
F02651,T1288,2026-01-28 06:00:00,Hardware Failure,High,164,True
F02652,T1346,2026-01-11 18:00:00,Hardware Failure,Low,9,True
F02653,T1043,2026-01-24 00:00:00,Backhaul Failure,High,5,True
F02654,T1401,2026-01-21 18:00:00,Backhaul Failure,Medium,58,False
F02655,T1266,2026-01-16 00:00:00,Backhaul Failure,High,18,True
F02656,T1274,2026-01-17 06:00:00,Hardware Failure,Low,67,True
F02657,T1191,2026-01-05 00:00:00,Configuration Error,High,6,True
F02658,T1301,2026-01-12 12:00:00,Configuration Error,Low,17,False
F02659,T1273,2026-01-28 12:00:00,Hardware Failure,High,148,True
